date,areaName,newCasesByPublishDate,cumCasesByPublishDate,newAdmissions,cumAdmissions,hospitalCases,covidOccupiedMVBeds,newTestsByPublishDate,cumTestsByPublishDate,newDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDateRate,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDateRate,cumPeopleVaccinatedFirstDoseByPublishDate,cumPeopleVaccinatedSecondDoseByPublishDate
2020-02-28,Wales,1.0,1.0,,,,,,,,,,,,,,
2020-02-29,Wales,0.0,1.0,,,,,,,,,,,,,,
2020-03-01,Wales,0.0,1.0,,,,,,,,,,,,,,
2020-03-02,Wales,0.0,1.0,,,,,,,,,,,,,,
2020-03-03,Wales,0.0,1.0,,,,,,,,,,,,,,
2020-03-04,Wales,0.0,1.0,,,,,,,,,,,,,,
2020-03-05,Wales,1.0,2.0,,,,,,,,,,,,,,
2020-03-06,Wales,0.0,2.0,,,,,,,,,,,,,,
2020-03-07,Wales,0.0,2.0,,,,,,,,,,,,,,
2020-03-08,Wales,0.0,2.0,,,,,,,,,,,,,,
2020-03-09,Wales,2.0,4.0,,,,,,,,,,,,,,
2020-03-10,Wales,2.0,6.0,,,,,,,,,,,,,,
2020-03-11,Wales,9.0,15.0,,,,,,,,,,,,,,
2020-03-12,Wales,10.0,25.0,,,,,,,,,,,,,,
2020-03-13,Wales,13.0,38.0,,,,,,,,,,,,,,
2020-03-14,Wales,22.0,60.0,,,,,,,,,,,,,,
2020-03-15,Wales,34.0,94.0,,,,,,,,,,,,,,
2020-03-16,Wales,30.0,124.0,,,,,,,,,,3.0,3.0,0.1,,
2020-03-17,Wales,12.0,136.0,,,,,,,,1.0,,0.0,3.0,0.1,,
2020-03-18,Wales,13.0,149.0,,,,,,,,1.0,,0.0,3.0,0.1,,
2020-03-19,Wales,21.0,170.0,,,,,,,,1.0,,3.0,6.0,0.2,,
2020-03-20,Wales,21.0,191.0,,,,,,,,1.0,,2.0,8.0,0.3,,
2020-03-21,Wales,89.0,280.0,,,,,,,2.0,3.0,0.1,7.0,15.0,0.5,,
2020-03-22,Wales,67.0,347.0,,,,,,,9.0,12.0,0.4,5.0,20.0,0.6,,
2020-03-23,Wales,71.0,418.0,32.0,32.0,110.0,16.0,,,4.0,16.0,0.5,4.0,24.0,0.8,,
2020-03-24,Wales,60.0,478.0,63.0,95.0,150.0,30.0,,,1.0,17.0,0.5,9.0,33.0,1.0,,
2020-03-25,Wales,150.0,628.0,178.0,273.0,188.0,31.0,,,5.0,22.0,0.7,10.0,43.0,1.4,,
2020-03-26,Wales,113.0,741.0,107.0,380.0,203.0,36.0,,,6.0,28.0,0.9,11.0,54.0,1.7,,
2020-03-27,Wales,180.0,921.0,118.0,498.0,243.0,37.0,,,6.0,34.0,1.1,10.0,64.0,2.0,,
2020-03-28,Wales,172.0,1093.0,126.0,624.0,310.0,53.0,,,4.0,38.0,1.2,15.0,79.0,2.5,,
2020-03-29,Wales,148.0,1241.0,133.0,757.0,329.0,71.0,,,10.0,48.0,1.5,18.0,97.0,3.1,,
2020-03-30,Wales,210.0,1451.0,147.0,904.0,387.0,68.0,,,14.0,62.0,2.0,16.0,113.0,3.6,,
2020-03-31,Wales,112.0,1563.0,158.0,1062.0,439.0,81.0,,,7.0,69.0,2.2,15.0,128.0,4.1,,
2020-04-01,Wales,274.0,1837.0,207.0,1269.0,483.0,100.0,,,29.0,98.0,3.1,21.0,149.0,4.7,,
2020-04-02,Wales,284.0,2121.0,139.0,1408.0,525.0,110.0,,,19.0,117.0,3.7,28.0,177.0,5.6,,
2020-04-03,Wales,345.0,2466.0,110.0,1518.0,568.0,110.0,,,24.0,141.0,4.5,29.0,206.0,6.5,,
2020-04-04,Wales,387.0,2853.0,134.0,1652.0,596.0,122.0,,,13.0,154.0,4.9,31.0,237.0,7.5,,
2020-04-05,Wales,344.0,3197.0,134.0,1786.0,664.0,131.0,,,12.0,166.0,5.3,30.0,267.0,8.5,,
2020-04-06,Wales,302.0,3499.0,123.0,1909.0,731.0,137.0,,,27.0,193.0,6.1,20.0,287.0,9.1,,
2020-04-07,Wales,291.0,3790.0,196.0,2105.0,738.0,144.0,,,19.0,212.0,6.7,32.0,319.0,10.1,,
2020-04-08,Wales,283.0,4073.0,158.0,2263.0,816.0,150.0,,,33.0,245.0,7.8,42.0,361.0,11.4,,
2020-04-09,Wales,16.0,4089.0,126.0,2389.0,795.0,161.0,,,41.0,286.0,9.1,43.0,404.0,12.8,,
2020-04-10,Wales,502.0,4591.0,129.0,2518.0,833.0,153.0,,,29.0,315.0,10.0,25.0,429.0,13.6,,
2020-04-11,Wales,340.0,4930.0,106.0,2624.0,865.0,149.0,,,36.0,351.0,11.1,31.0,460.0,14.6,,
2020-04-12,Wales,367.0,5297.0,168.0,2792.0,910.0,153.0,,,18.0,369.0,11.7,37.0,497.0,15.8,,
2020-04-13,Wales,313.0,5610.0,130.0,2922.0,897.0,155.0,,,15.0,384.0,12.2,43.0,540.0,17.1,,
2020-04-14,Wales,238.0,5848.0,106.0,3028.0,919.0,151.0,,,19.0,403.0,12.8,26.0,566.0,18.0,,
2020-04-15,Wales,272.0,6118.0,151.0,3179.0,884.0,150.0,,,60.0,463.0,14.7,38.0,604.0,19.2,,
2020-04-16,Wales,284.0,6401.0,104.0,3283.0,844.0,155.0,,,32.0,495.0,15.7,35.0,639.0,20.3,,
2020-04-17,Wales,244.0,6645.0,151.0,3434.0,825.0,159.0,,,11.0,506.0,16.0,30.0,669.0,21.2,,
2020-04-18,Wales,292.0,6936.0,129.0,3563.0,818.0,164.0,,,28.0,534.0,16.9,32.0,701.0,22.2,,
2020-04-19,Wales,334.0,7270.0,102.0,3665.0,828.0,153.0,,,41.0,575.0,18.2,26.0,727.0,23.1,,
2020-04-20,Wales,276.0,7546.0,114.0,3779.0,853.0,150.0,,,9.0,584.0,18.5,25.0,752.0,23.9,,
2020-04-21,Wales,304.0,7850.0,117.0,3896.0,838.0,135.0,,,25.0,609.0,19.3,30.0,782.0,24.8,,
2020-04-22,Wales,274.0,8124.0,127.0,4023.0,773.0,132.0,,,15.0,624.0,19.8,23.0,805.0,25.5,,
2020-04-23,Wales,234.0,8358.0,134.0,4157.0,741.0,123.0,,,17.0,641.0,20.3,18.0,823.0,26.1,,
2020-04-24,Wales,243.0,8601.0,135.0,4292.0,743.0,119.0,,,110.0,751.0,23.8,31.0,854.0,27.1,,
2020-04-25,Wales,299.0,8900.0,112.0,4404.0,719.0,126.0,,,23.0,774.0,24.5,29.0,883.0,28.0,,
2020-04-26,Wales,178.0,9078.0,97.0,4501.0,710.0,111.0,,,14.0,788.0,25.0,16.0,899.0,28.5,,
2020-04-27,Wales,203.0,9280.0,95.0,4596.0,734.0,105.0,,,8.0,796.0,25.2,16.0,915.0,29.0,,
2020-04-28,Wales,232.0,9512.0,139.0,4735.0,676.0,107.0,,,17.0,813.0,25.8,15.0,930.0,29.5,,
2020-04-29,Wales,117.0,9629.0,127.0,4862.0,664.0,101.0,,,73.0,886.0,28.1,26.0,956.0,30.3,,
2020-04-30,Wales,183.0,9812.0,132.0,4994.0,643.0,99.0,,,22.0,908.0,28.8,16.0,972.0,30.8,,
2020-05-01,Wales,160.0,9972.0,107.0,5101.0,529.0,92.0,,,17.0,925.0,29.3,29.0,1001.0,31.7,,
2020-05-02,Wales,183.0,10155.0,142.0,5243.0,521.0,93.0,,,44.0,969.0,30.7,14.0,1015.0,32.2,,
2020-05-03,Wales,174.0,10329.0,94.0,5337.0,539.0,94.0,,,14.0,983.0,31.2,14.0,1029.0,32.6,,
2020-05-04,Wales,195.0,10524.0,121.0,5458.0,538.0,92.0,,,14.0,997.0,31.6,23.0,1052.0,33.4,,
2020-05-05,Wales,145.0,10669.0,136.0,5594.0,501.0,87.0,,,26.0,1023.0,32.4,17.0,1069.0,33.9,,
2020-05-06,Wales,95.0,10764.0,103.0,5697.0,478.0,81.0,,,21.0,1044.0,33.1,23.0,1092.0,34.6,,
2020-05-07,Wales,87.0,10851.0,119.0,5816.0,470.0,84.0,,,18.0,1062.0,33.7,19.0,1111.0,35.2,,
2020-05-08,Wales,152.0,11003.0,127.0,5943.0,416.0,89.0,,,28.0,1090.0,34.6,13.0,1124.0,35.6,,
2020-05-09,Wales,118.0,11121.0,106.0,6049.0,448.0,75.0,,,9.0,1099.0,34.9,7.0,1131.0,35.9,,
2020-05-10,Wales,223.0,11344.0,114.0,6163.0,461.0,78.0,,,12.0,1111.0,35.2,10.0,1141.0,36.2,,
2020-05-11,Wales,124.0,11468.0,108.0,6271.0,465.0,76.0,,,5.0,1116.0,35.4,15.0,1156.0,36.7,,
2020-05-12,Wales,105.0,11573.0,92.0,6363.0,425.0,72.0,,,16.0,1132.0,35.9,11.0,1167.0,37.0,,
2020-05-13,Wales,133.0,11706.0,119.0,6482.0,394.0,66.0,,,22.0,1154.0,36.6,16.0,1183.0,37.5,,
2020-05-14,Wales,128.0,11834.0,105.0,6587.0,364.0,69.0,,,10.0,1164.0,36.9,12.0,1195.0,37.9,,
2020-05-15,Wales,126.0,11960.0,88.0,6675.0,336.0,56.0,,,9.0,1173.0,37.2,16.0,1211.0,38.4,,
2020-05-16,Wales,183.0,12142.0,117.0,6792.0,378.0,62.0,,,18.0,1191.0,37.8,13.0,1224.0,38.8,,
2020-05-17,Wales,162.0,12304.0,98.0,6890.0,373.0,60.0,,,12.0,1203.0,38.2,11.0,1235.0,39.2,,
2020-05-18,Wales,101.0,12404.0,77.0,6967.0,356.0,59.0,,,4.0,1207.0,38.3,10.0,1245.0,39.5,,
2020-05-19,Wales,166.0,12570.0,105.0,7072.0,329.0,64.0,,,17.0,1224.0,38.8,11.0,1256.0,39.8,,
2020-05-20,Wales,110.0,12680.0,95.0,7167.0,324.0,55.0,,,14.0,1238.0,39.3,7.0,1263.0,40.1,,
2020-05-21,Wales,166.0,12846.0,105.0,7272.0,309.0,57.0,,,9.0,1247.0,39.6,9.0,1272.0,40.3,,
2020-05-22,Wales,138.0,12984.0,81.0,7353.0,385.0,58.0,,,7.0,1254.0,39.8,10.0,1282.0,40.7,,
2020-05-23,Wales,185.0,13169.0,121.0,7474.0,383.0,58.0,,,6.0,1260.0,40.0,7.0,1289.0,40.9,,
2020-05-24,Wales,140.0,13309.0,78.0,7552.0,393.0,52.0,,,7.0,1267.0,40.2,12.0,1301.0,41.3,,
2020-05-25,Wales,106.0,13415.0,82.0,7634.0,380.0,47.0,,,7.0,1274.0,40.4,10.0,1311.0,41.6,,
2020-05-26,Wales,141.0,13556.0,96.0,7730.0,436.0,51.0,,,8.0,1282.0,40.7,10.0,1321.0,41.9,,
2020-05-27,Wales,97.0,13653.0,106.0,7836.0,425.0,44.0,,,11.0,1293.0,41.0,6.0,1327.0,42.1,,
2020-05-28,Wales,72.0,13725.0,120.0,7956.0,438.0,46.0,,,14.0,1307.0,41.5,16.0,1343.0,42.6,,
2020-05-29,Wales,102.0,13827.0,99.0,8055.0,431.0,45.0,,,10.0,1317.0,41.8,11.0,1354.0,42.9,,
2020-05-30,Wales,86.0,13913.0,93.0,8148.0,423.0,39.0,,,14.0,1331.0,42.2,10.0,1364.0,43.3,,
2020-05-31,Wales,82.0,13995.0,68.0,8216.0,433.0,42.0,,,11.0,1342.0,42.6,7.0,1371.0,43.5,,
2020-06-01,Wales,59.0,14054.0,73.0,8289.0,431.0,37.0,,,5.0,1347.0,42.7,9.0,1380.0,43.8,,
2020-06-02,Wales,67.0,14121.0,106.0,8395.0,427.0,44.0,,,7.0,1354.0,42.9,5.0,1385.0,43.9,,
2020-06-03,Wales,82.0,14203.0,131.0,8526.0,399.0,42.0,,,17.0,1371.0,43.5,7.0,1392.0,44.2,,
2020-06-04,Wales,35.0,14238.0,97.0,8623.0,395.0,42.0,,,8.0,1379.0,43.7,12.0,1404.0,44.5,,
2020-06-05,Wales,76.0,14314.0,82.0,8705.0,392.0,44.0,,,4.0,1383.0,43.9,4.0,1408.0,44.7,,
2020-06-06,Wales,42.0,14356.0,92.0,8797.0,404.0,41.0,,,10.0,1393.0,44.2,9.0,1417.0,44.9,,
2020-06-07,Wales,40.0,14396.0,76.0,8873.0,383.0,38.0,,,5.0,1398.0,44.3,8.0,1425.0,45.2,,
2020-06-08,Wales,42.0,14438.0,59.0,8932.0,352.0,38.0,,,3.0,1401.0,44.4,7.0,1432.0,45.4,,
2020-06-09,Wales,42.0,14480.0,84.0,9016.0,341.0,40.0,,,9.0,1410.0,44.7,4.0,1436.0,45.5,,
2020-06-10,Wales,38.0,14518.0,97.0,9113.0,319.0,32.0,,,9.0,1419.0,45.0,7.0,1443.0,45.8,,
2020-06-11,Wales,63.0,14581.0,104.0,9217.0,315.0,29.0,,,6.0,1425.0,45.2,5.0,1448.0,45.9,,
2020-06-12,Wales,77.0,14658.0,90.0,9307.0,294.0,29.0,,,10.0,1435.0,45.5,4.0,1452.0,46.1,,
2020-06-13,Wales,45.0,14703.0,114.0,9421.0,291.0,27.0,,,6.0,1441.0,45.7,6.0,1458.0,46.2,,
2020-06-14,Wales,39.0,14742.0,52.0,9473.0,293.0,31.0,,,3.0,1444.0,45.8,6.0,1464.0,46.4,,
2020-06-15,Wales,62.0,14804.0,68.0,9541.0,306.0,36.0,,,4.0,1448.0,45.9,6.0,1470.0,46.6,,
2020-06-16,Wales,65.0,14869.0,95.0,9636.0,303.0,29.0,,,8.0,1456.0,46.2,8.0,1478.0,46.9,,
2020-06-17,Wales,53.0,14922.0,91.0,9727.0,288.0,33.0,,,10.0,1466.0,46.5,1.0,1479.0,46.9,,
2020-06-18,Wales,48.0,14970.0,87.0,9814.0,285.0,29.0,,,5.0,1471.0,46.7,0.0,1479.0,46.9,,
2020-06-19,Wales,31.0,15001.0,78.0,9892.0,276.0,27.0,,,4.0,1475.0,46.8,4.0,1483.0,47.0,,
2020-06-20,Wales,25.0,15026.0,68.0,9960.0,271.0,33.0,,,1.0,1476.0,46.8,3.0,1486.0,47.1,,
2020-06-21,Wales,100.0,15126.0,68.0,10028.0,280.0,27.0,,,1.0,1477.0,46.8,5.0,1491.0,47.3,,
2020-06-22,Wales,71.0,15197.0,67.0,10095.0,297.0,27.0,,,1.0,1478.0,46.9,2.0,1493.0,47.4,,
2020-06-23,Wales,51.0,15295.0,79.0,10174.0,281.0,22.0,,,5.0,1483.0,47.0,1.0,1494.0,47.4,,
2020-06-24,Wales,47.0,15341.0,101.0,10275.0,270.0,27.0,,,8.0,1491.0,47.3,6.0,1500.0,47.6,,
2020-06-25,Wales,125.0,15466.0,64.0,10339.0,265.0,21.0,,,6.0,1497.0,47.5,9.0,1509.0,47.9,,
2020-06-26,Wales,65.0,15531.0,88.0,10427.0,254.0,24.0,,,2.0,1497.0,47.5,2.0,1511.0,47.9,,
2020-06-27,Wales,46.0,15577.0,74.0,10501.0,232.0,21.0,,,5.0,1502.0,47.6,6.0,1517.0,48.1,,
2020-06-28,Wales,25.0,15602.0,47.0,10548.0,246.0,21.0,,,2.0,1504.0,47.7,2.0,1519.0,48.2,,
2020-06-29,Wales,116.0,15717.0,46.0,10594.0,235.0,24.0,,,3.0,1507.0,47.8,3.0,1522.0,48.3,,
2020-06-30,Wales,26.0,15743.0,104.0,10698.0,234.0,22.0,,,3.0,1510.0,47.9,4.0,1526.0,48.4,,
2020-07-01,Wales,32.0,15775.0,66.0,10764.0,218.0,22.0,,,6.0,1516.0,48.1,4.0,1530.0,48.5,,
2020-07-02,Wales,41.0,15815.0,64.0,10828.0,206.0,19.0,,,8.0,1524.0,48.3,3.0,1533.0,48.6,,
2020-07-03,Wales,26.0,15841.0,65.0,10893.0,198.0,17.0,,,2.0,1525.0,48.4,0.0,1533.0,48.6,,
2020-07-04,Wales,34.0,15875.0,78.0,10971.0,190.0,15.0,,,5.0,1530.0,48.5,2.0,1535.0,48.7,,
2020-07-05,Wales,15.0,15890.0,63.0,11034.0,187.0,16.0,,,1.0,1531.0,48.6,2.0,1537.0,48.7,,
2020-07-06,Wales,8.0,15898.0,50.0,11084.0,186.0,13.0,,,0.0,1531.0,48.6,2.0,1539.0,48.8,,
2020-07-07,Wales,2.0,15900.0,64.0,11148.0,181.0,12.0,,,3.0,1534.0,48.7,1.0,1540.0,48.8,,
2020-07-08,Wales,13.0,15913.0,63.0,11211.0,177.0,10.0,,,4.0,1538.0,48.8,1.0,1541.0,48.9,,
2020-07-09,Wales,16.0,15929.0,75.0,11286.0,172.0,12.0,,,2.0,1540.0,48.8,1.0,1542.0,48.9,,
2020-07-10,Wales,10.0,15939.0,68.0,11354.0,133.0,17.0,,,0.0,1540.0,48.8,0.0,1542.0,48.9,,
2020-07-11,Wales,7.0,15946.0,76.0,11430.0,127.0,10.0,,,1.0,1541.0,48.9,1.0,1543.0,48.9,,
2020-07-12,Wales,16.0,15962.0,41.0,11471.0,133.0,14.0,,,0.0,1541.0,48.9,0.0,1543.0,48.9,,
2020-07-13,Wales,11.0,15973.0,50.0,11521.0,140.0,17.0,4379.0,292141.0,0.0,1541.0,48.9,2.0,1545.0,49.0,,
2020-07-14,Wales,21.0,16836.0,63.0,11584.0,136.0,9.0,3966.0,296106.0,2.0,1543.0,48.9,1.0,1546.0,49.0,,
2020-07-15,Wales,18.0,16854.0,48.0,11632.0,131.0,10.0,4319.0,300424.0,2.0,1545.0,49.0,0.0,1546.0,49.0,,
2020-07-16,Wales,18.0,16871.0,48.0,11680.0,136.0,17.0,3409.0,303831.0,0.0,1545.0,49.0,1.0,1547.0,49.1,,
2020-07-17,Wales,16.0,16887.0,59.0,11739.0,119.0,11.0,2910.0,306741.0,1.0,1546.0,49.0,0.0,1547.0,49.1,,
2020-07-18,Wales,10.0,16897.0,54.0,11793.0,125.0,10.0,,319036.0,0.0,1546.0,49.0,0.0,1547.0,49.1,,
2020-07-19,Wales,31.0,16928.0,51.0,11844.0,113.0,7.0,6875.0,325910.0,1.0,1547.0,49.1,0.0,1547.0,49.1,,
2020-07-20,Wales,15.0,16943.0,43.0,11887.0,130.0,6.0,5313.0,331223.0,0.0,1547.0,49.1,0.0,1547.0,49.1,,
2020-07-21,Wales,22.0,16965.0,46.0,11933.0,118.0,9.0,2444.0,333666.0,0.0,1547.0,49.1,1.0,1548.0,49.1,,
2020-07-22,Wales,22.0,16987.0,72.0,12005.0,123.0,8.0,4213.0,337879.0,1.0,1548.0,49.1,1.0,1549.0,49.1,,
2020-07-23,Wales,43.0,17030.0,88.0,12093.0,132.0,6.0,6097.0,343976.0,0.0,1548.0,49.1,0.0,1549.0,49.1,,
2020-07-24,Wales,45.0,17075.0,61.0,12154.0,132.0,8.0,5865.0,349802.0,0.0,1548.0,49.1,1.0,1550.0,49.2,,
2020-07-25,Wales,30.0,17105.0,48.0,12202.0,129.0,7.0,6869.0,356671.0,0.0,1548.0,49.1,2.0,1552.0,49.2,,
2020-07-26,Wales,22.0,17125.0,45.0,12247.0,127.0,7.0,7546.0,364215.0,1.0,1549.0,49.1,2.0,1554.0,49.3,,
2020-07-27,Wales,45.0,17170.0,43.0,12290.0,130.0,11.0,5009.0,369224.0,0.0,1549.0,49.1,1.0,1555.0,49.3,,
2020-07-28,Wales,21.0,17191.0,49.0,12339.0,136.0,12.0,3640.0,372863.0,0.0,1549.0,49.1,2.0,1557.0,49.4,,
2020-07-29,Wales,32.0,17223.0,64.0,12403.0,137.0,12.0,4822.0,377685.0,5.0,1554.0,49.3,4.0,1561.0,49.5,,
2020-07-30,Wales,9.0,17232.0,53.0,12456.0,132.0,11.0,5491.0,383176.0,0.0,1554.0,49.3,2.0,1563.0,49.6,,
2020-07-31,Wales,26.0,17258.0,54.0,12510.0,116.0,10.0,8246.0,391419.0,6.0,1560.0,49.5,4.0,1567.0,49.7,,
2020-08-01,Wales,21.0,17279.0,73.0,12583.0,124.0,14.0,6817.0,398236.0,2.0,1562.0,49.5,2.0,1569.0,49.8,,
2020-08-02,Wales,37.0,17315.0,35.0,12618.0,116.0,9.0,7214.0,405449.0,3.0,1565.0,49.6,2.0,1571.0,49.8,,
2020-08-03,Wales,24.0,17339.0,29.0,12647.0,119.0,6.0,4661.0,410110.0,0.0,1565.0,49.6,1.0,1572.0,49.9,,
2020-08-04,Wales,22.0,17361.0,65.0,12712.0,115.0,7.0,4553.0,414662.0,1.0,1566.0,49.7,4.0,1576.0,50.0,,
2020-08-05,Wales,14.0,17374.0,74.0,12786.0,105.0,6.0,4021.0,418683.0,2.0,1568.0,49.7,3.0,1579.0,50.1,,
2020-08-06,Wales,15.0,17389.0,45.0,12831.0,103.0,3.0,5019.0,423700.0,3.0,1571.0,49.8,0.0,1579.0,50.1,,
2020-08-07,Wales,17.0,17406.0,53.0,12884.0,96.0,5.0,5516.0,429216.0,7.0,1578.0,50.0,5.0,1584.0,50.2,,
2020-08-08,Wales,19.0,17425.0,55.0,12939.0,88.0,3.0,6586.0,435802.0,1.0,1579.0,50.1,2.0,1586.0,50.3,,
2020-08-09,Wales,26.0,17451.0,51.0,12990.0,82.0,5.0,6809.0,442611.0,0.0,1579.0,50.1,0.0,1586.0,50.3,,
2020-08-10,Wales,12.0,17463.0,31.0,13021.0,78.0,6.0,7773.0,450384.0,0.0,1579.0,50.1,2.0,1588.0,50.4,,
2020-08-11,Wales,13.0,17476.0,47.0,13068.0,69.0,6.0,6146.0,456538.0,2.0,1581.0,50.1,0.0,1588.0,50.4,,
2020-08-12,Wales,8.0,17484.0,45.0,13113.0,69.0,7.0,4272.0,460800.0,5.0,1586.0,50.3,1.0,1589.0,50.4,,
2020-08-13,Wales,15.0,17499.0,63.0,13176.0,68.0,6.0,5455.0,466255.0,0.0,1586.0,50.3,1.0,1590.0,50.4,,
2020-08-14,Wales,18.0,17516.0,39.0,13215.0,70.0,6.0,5733.0,471988.0,0.0,1586.0,50.3,1.0,1591.0,50.5,,
2020-08-15,Wales,27.0,17543.0,52.0,13267.0,69.0,5.0,6762.0,478750.0,1.0,1587.0,50.3,0.0,1591.0,50.5,,
2020-08-16,Wales,18.0,17561.0,37.0,13304.0,71.0,6.0,7035.0,485785.0,2.0,1589.0,50.4,0.0,1591.0,50.5,,
2020-08-17,Wales,14.0,17575.0,38.0,13342.0,71.0,3.0,5460.0,491245.0,0.0,1589.0,50.4,0.0,1591.0,50.5,,
2020-08-18,Wales,24.0,17599.0,63.0,13405.0,61.0,6.0,5979.0,497223.0,0.0,1589.0,50.4,2.0,1593.0,50.5,,
2020-08-19,Wales,21.0,17620.0,45.0,13450.0,60.0,5.0,3962.0,497223.0,0.0,1589.0,50.4,0.0,1593.0,50.5,,
2020-08-20,Wales,19.0,17639.0,39.0,13489.0,59.0,10.0,4443.0,505628.0,0.0,1589.0,50.4,0.0,1593.0,50.5,,
2020-08-21,Wales,34.0,17673.0,54.0,13543.0,55.0,6.0,5021.0,510649.0,0.0,1589.0,50.4,0.0,1593.0,50.5,,
2020-08-22,Wales,34.0,17707.0,39.0,13582.0,52.0,3.0,5023.0,515672.0,1.0,1590.0,50.4,1.0,1594.0,50.6,,
2020-08-23,Wales,20.0,17727.0,26.0,13608.0,51.0,5.0,4921.0,520593.0,2.0,1592.0,50.5,0.0,1594.0,50.6,,
2020-08-24,Wales,19.0,17746.0,36.0,13644.0,50.0,4.0,5806.0,526399.0,1.0,1593.0,50.5,1.0,1595.0,50.6,,
2020-08-25,Wales,28.0,17774.0,49.0,13693.0,48.0,4.0,4910.0,531309.0,0.0,1593.0,50.5,0.0,1595.0,50.6,,
2020-08-26,Wales,34.0,17808.0,69.0,13762.0,48.0,6.0,5194.0,536503.0,1.0,1594.0,50.6,0.0,1595.0,50.6,,
2020-08-27,Wales,35.0,17843.0,70.0,13832.0,41.0,6.0,4704.0,541207.0,1.0,1595.0,50.6,0.0,1595.0,50.6,,
2020-08-28,Wales,34.0,17877.0,83.0,13915.0,41.0,3.0,5039.0,546243.0,0.0,1595.0,50.6,0.0,1595.0,50.6,,
2020-08-29,Wales,40.0,17917.0,52.0,13967.0,42.0,3.0,6521.0,552764.0,0.0,1595.0,50.6,0.0,1595.0,50.6,,
2020-08-30,Wales,56.0,17973.0,33.0,14000.0,47.0,9.0,4423.0,557187.0,0.0,1595.0,50.6,0.0,1595.0,50.6,,
2020-08-31,Wales,39.0,18012.0,29.0,14029.0,42.0,10.0,4733.0,561920.0,0.0,1595.0,50.6,2.0,1597.0,50.7,,
2020-09-01,Wales,51.0,18063.0,69.0,14098.0,43.0,14.0,6776.0,568696.0,1.0,1596.0,50.6,0.0,1597.0,50.7,,
2020-09-02,Wales,42.0,18105.0,59.0,14157.0,42.0,14.0,5938.0,574634.0,0.0,1596.0,50.6,0.0,1597.0,50.7,,
2020-09-03,Wales,50.0,18155.0,70.0,14227.0,38.0,11.0,6831.0,581465.0,0.0,1596.0,50.6,1.0,1598.0,50.7,,
2020-09-04,Wales,51.0,18206.0,69.0,14296.0,35.0,8.0,6549.0,588014.0,0.0,1596.0,50.6,0.0,1598.0,50.7,,
2020-09-05,Wales,77.0,18283.0,27.0,14323.0,39.0,10.0,6514.0,594528.0,1.0,1597.0,50.7,0.0,1598.0,50.7,,
2020-09-06,Wales,98.0,18381.0,42.0,14365.0,36.0,10.0,5881.0,600409.0,0.0,1597.0,50.7,0.0,1598.0,50.7,,
2020-09-07,Wales,133.0,18514.0,46.0,14411.0,38.0,9.0,7171.0,607580.0,0.0,1597.0,50.7,0.0,1598.0,50.7,,
2020-09-08,Wales,150.0,18664.0,65.0,14476.0,35.0,9.0,9607.0,617186.0,0.0,1597.0,50.7,0.0,1598.0,50.7,,
2020-09-09,Wales,165.0,18829.0,56.0,14532.0,37.0,8.0,7799.0,624985.0,0.0,1597.0,50.7,0.0,1598.0,50.7,,
2020-09-10,Wales,102.0,18931.0,49.0,14581.0,48.0,7.0,8751.0,633736.0,0.0,1597.0,50.7,0.0,1598.0,50.7,,
2020-09-11,Wales,133.0,19064.0,70.0,14651.0,42.0,7.0,10337.0,644073.0,0.0,1597.0,50.7,1.0,1599.0,50.7,,
2020-09-12,Wales,164.0,19228.0,55.0,14706.0,42.0,8.0,11224.0,655297.0,0.0,1597.0,50.7,0.0,1599.0,50.7,,
2020-09-13,Wales,162.0,19390.0,55.0,14761.0,36.0,11.0,9967.0,665264.0,0.0,1597.0,50.7,1.0,1600.0,50.7,,
2020-09-14,Wales,183.0,19573.0,59.0,14820.0,45.0,10.0,7902.0,673166.0,0.0,1597.0,50.7,0.0,1600.0,50.7,,
2020-09-15,Wales,110.0,19681.0,53.0,14873.0,53.0,6.0,9831.0,682997.0,0.0,1597.0,50.7,2.0,1602.0,50.8,,
2020-09-16,Wales,199.0,19880.0,65.0,14938.0,54.0,9.0,9797.0,692793.0,0.0,1597.0,50.7,2.0,1604.0,50.9,,
2020-09-17,Wales,168.0,20048.0,42.0,14980.0,55.0,11.0,10784.0,703577.0,3.0,1600.0,50.7,2.0,1606.0,50.9,,
2020-09-18,Wales,185.0,20233.0,41.0,15021.0,68.0,15.0,9751.0,713328.0,1.0,1601.0,50.8,0.0,1606.0,50.9,,
2020-09-19,Wales,212.0,20445.0,34.0,15055.0,82.0,9.0,8784.0,722112.0,2.0,1603.0,50.8,0.0,1606.0,50.9,,
2020-09-20,Wales,199.0,20644.0,28.0,15083.0,82.0,11.0,9850.0,731961.0,0.0,1603.0,50.8,1.0,1607.0,51.0,,
2020-09-21,Wales,234.0,20878.0,59.0,15142.0,99.0,16.0,9780.0,741741.0,0.0,1603.0,50.8,1.0,1608.0,51.0,,
2020-09-22,Wales,281.0,21159.0,43.0,15185.0,93.0,18.0,9610.0,751351.0,0.0,1603.0,50.8,3.0,1611.0,51.1,,
